Actor1Name,Action_menée,Actor2Name,ActionGeo_Fullname,SQLDATE,Sentiment,Type_Evènement,Impact_Evènement
BENIN,Effectuer une visite officielle,BENIN CITY,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
COMMUNITY,Recevoir une visite officielle,BENIN CITY,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Faire un commentaire pessimiste,DEMOCRATIC PARTY,Benin,20250116,Négatif,Coopération verbale,Evènement déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
EMPEROR,Faire une déclaration publique (non spécifié ailleurs),THE OPPOSITION,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
BENIN,Recevoir une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
EMPEROR,Escarmouches frontalières,BENIN CITY,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Recevoir une visite officielle,FRANCE,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Porter des accusations,THE OPPOSITION,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Escarmouches frontalières,BENIN CITY,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
EMPEROR,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
EMPEROR,Porter des accusations,THE OPPOSITION,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),THE OPPOSITION,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
EMPEROR,Faire une déclaration publique (non spécifié ailleurs),BENIN,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
EMPEROR,Faire un commentaire pessimiste,DEMOCRATIC PARTY,Benin,20250116,Négatif,Coopération verbale,Evènement déstabilisant
MEDIA,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement impartial
EMPEROR,Faire un commentaire pessimiste,BENIN,Benin,20250116,Positif,Coopération verbale,Evènement déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement impartial
BENIN,Fournir de l'aide (non spécifiée),Inconnu,Benin,20250116,Positif,Coopération matérielle,Evènement très stabilisant
BENIN,Porter des accusations,THE OPPOSITION,Benin,20250116,Positif,Conflit verbal,Evènement déstabilisant
BENIN,Louer ou approuver,GOVERNOR,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
EMPEROR,Porter des accusations,THE OPPOSITION,Benin,20250116,Positif,Conflit verbal,Evènement déstabilisant
CONGRESS,Escarmouches frontalières,BENIN CITY,Benin,20250116,Positif,Conflit matériel,Evènement très déstabilisant
EMPEROR,Faire un commentaire pessimiste,Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement déstabilisant
BENIN,Faire un commentaire pessimiste,Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement déstabilisant
BENIN,Recevoir une visite officielle,FRANCE,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Nier la responsabilité,TRIBUNAL,Benin,20250116,Négatif,Coopération verbale,Evènement déstabilisant
BENIN,Porter des accusations,TRIBUNAL,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
TRIBUNAL,Consulter (non spécifié),BENIN CITY,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,FRANCE,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Porter des accusations,TRIBUNAL,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Escarmouches frontalières,TRIBUNAL,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
MINIST OF STATE,Critiquer ou condamner,BENIN,Benin,20250116,Positif,Conflit verbal,Evènement déstabilisant
MINIST OF STATE,Critiquer ou condamner,BENIN,Benin,20250116,Positif,Conflit verbal,Evènement déstabilisant
BENIN,Escarmouches frontalières,Inconnu,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Critiquer ou condamner,TRIBUNAL,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Porter des accusations,Inconnu,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
GOVERNOR,Louer ou approuver,BENIN CITY,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
NIGERIA,Désapprouver (non spécifié),NIGERIA,Benin,20250116,Positif,Conflit verbal,Evènement déstabilisant
GOVERNOR,Faire une déclaration publique (non spécifié ailleurs),ARMED FORCES,Benin,20250116,Positif,Coopération verbale,Evènement impartial
NIGERIA,Fournir de l'aide (non spécifiée),NIGERIA,Benin,20250116,Positif,Coopération matérielle,Evènement très stabilisant
BENIN,Critiquer ou condamner,NIAMEY,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
JUDICIARY,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Coopération diplomatique (non spécifiée),JUDICIARY,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Louer ou approuver,Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Faire une déclaration publique (non spécifié ailleurs),JUDICIARY,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
TRIBUNAL,Escarmouches frontalières,Inconnu,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
BENIN,Louer ou approuver,GOVERNOR,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,QATAR,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Louer ou approuver,BENIN,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,CITIZEN,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Critiquer ou condamner,Inconnu,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
JUDICIARY,Faire un appel ou une demande (non spécifié ailleurs),BENIN,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Critiquer ou condamner,Inconnu,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
NIGER,Engagement matériel (non spécifié),BURKINA FASO,Benin,20250116,Neutre,Coopération matérielle,Evènement très stabilisant
NIGER,Engagement matériel (non spécifié),BURKINA FASO,Benin,20250116,Neutre,Coopération matérielle,Evènement très stabilisant
DEMOCRATIC PARTY,Coopération diplomatique (non spécifiée),JUDICIARY,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
TRIBUNAL,Escarmouches frontalières,Inconnu,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
DEMOCRATIC PARTY,Louer ou approuver,Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
JUDICIARY,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Faire une déclaration publique (non spécifié ailleurs),JUDICIARY,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
BENIN,Critiquer ou condamner,Inconnu,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
DEMOCRATIC PARTY,Louer ou approuver,BENIN,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
JUDICIARY,Faire un appel ou une demande (non spécifié ailleurs),BENIN,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,CITIZEN,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
AFRICAN DEVELOPMENT BANK,Fournir de l'aide (non spécifiée),Inconnu,Benin,20250116,Positif,Coopération matérielle,Evènement très stabilisant
BENIN,Recevoir une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,FRANCE,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
GOVERNANCE,Fournir une aide économique,Inconnu,Benin,20250116,Positif,Coopération matérielle,Evènement très stabilisant
DEMOCRATIC PARTY,Faire une déclaration publique (non spécifié ailleurs),JUDICIARY,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
BENIN,Critiquer ou condamner,Inconnu,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Louer ou approuver,CITIZEN,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Coopération diplomatique (non spécifiée),JUDICIARY,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Critiquer ou condamner,Inconnu,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
JUDICIARY,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,CITIZEN,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
GUNMAN,Escarmouches frontalières,Inconnu,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
DEMOCRATIC PARTY,Coopération diplomatique (non spécifiée),JUDICIARY,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),TRIBUNAL,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
JUDICIARY,Coopération diplomatique (non spécifiée),Inconnu,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Coopération diplomatique (non spécifiée),JUDICIARY,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
NIGER,Combattre (non spécifié),Inconnu,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Recevoir une visite officielle,QATAR,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,NIGER,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
MILITARY,Mobiliser ou augmenter les forces armées,FRANCE,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
COTONOU,Faire un appel ou une demande (non spécifié ailleurs),FRENCH,Benin,20250116,Négatif,Coopération verbale,Evènement stabilisant
TERRORIST,Désapprouver (non spécifié),Inconnu,Benin,20250116,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Recevoir une visite officielle,VATICAN,"Ogou, Benin (general), Benin",20250116,Négatif,Coopération verbale,Evènement stabilisant
TERRORIST,Assaut (non spécifié),Inconnu,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
VATICAN,Effectuer une visite officielle,BENIN,"Ogou, Benin (general), Benin",20250116,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,FRANCE,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,FRANCE,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
TRIBUNAL,Escarmouches frontalières,POLITICIAN,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
ASSAILANT,Combattre (non spécifié),DEMOCRATIC PARTY,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
FRANCE,Effectuer une visite officielle,BENIN,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250116,Positif,Coopération verbale,Evènement stabilisant
POLICE,Enquêter (non spécifié),Inconnu,Benin,20250116,Négatif,Coopération matérielle,Evènement déstabilisant
POLICE,Exiger une coopération en renseignement,BENIN,Benin,20250116,Négatif,Conflit verbal,Evènement très déstabilisant
POLICE,Escarmouches frontalières,TRIBUNAL,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
POLICE,Enquêter (non spécifié),BENIN,Benin,20250116,Négatif,Coopération matérielle,Evènement déstabilisant
POLICE,Exiger une coopération en renseignement,TRIBUNAL,Benin,20250116,Négatif,Conflit verbal,Evènement très déstabilisant
POLICE,Escarmouches frontalières,Inconnu,Benin,20250116,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Enquêter (non spécifié),PUBLIC RELATIONS OFFICER,Benin,20250116,Négatif,Coopération matérielle,Evènement déstabilisant
POLICE,Faire une déclaration publique (non spécifié ailleurs),BENIN CITY,Benin,20250116,Négatif,Coopération verbale,Evènement impartial
POLICE,Exiger une coopération en renseignement,Inconnu,Benin,20250116,Négatif,Conflit verbal,Evènement très déstabilisant
PUBLIC RELATIONS OFFICER,Enquêter (non spécifié),Inconnu,Benin,20250116,Négatif,Coopération matérielle,Evènement déstabilisant
BENIN,Enquêter (non spécifié),Inconnu,Benin,20250116,Négatif,Coopération matérielle,Evènement déstabilisant
BENIN,Faire un commentaire optimiste,SECRETARIAT,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),SECRETARIAT,Benin,20250116,Positif,Coopération verbale,Evènement impartial
GOVERNOR,Louer ou approuver,Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
ARMED FORCES,Louer ou approuver,BENIN CITY,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Consulter (non spécifié),INDUSTRY,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Combats d'artillerie,Inconnu,Benin,20250116,Positif,Conflit matériel,Evènement très déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement impartial
COTONOU,S'engager dans une négociation formelle,AFRICA,Benin,20250116,Positif,Coopération verbale,Evènement très stabilisant
MINIST,Consulter (non spécifié),BENIN,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
POPULATION,Coopération diplomatique (non spécifiée),Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Consulter (non spécifié),MINIST,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
INVESTOR,Torturer,Inconnu,Benin,20250116,Positif,Conflit matériel,Evènement très déstabilisant
BENIN,Appel à céder / faire des concessions,COUNSEL,Benin,20250116,Positif,Coopération verbale,Evènement déstabilisant
BENIN,Appel à céder / faire des concessions,COUNSEL,Benin,20250116,Positif,Coopération verbale,Evènement déstabilisant
COUNSEL,Désapprouver (non spécifié),Inconnu,Benin,20250116,Positif,Conflit verbal,Evènement déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),COUNSEL,Benin,20250116,Positif,Coopération verbale,Evènement impartial
COUNSEL,Torturer,Inconnu,Benin,20250116,Positif,Conflit matériel,Evènement très déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement impartial
BENIN,Faire un commentaire optimiste,COUNSEL,Benin,20250116,Positif,Coopération verbale,Evènement stabilisant
BENIN,Appel à céder / faire des concessions,BENIN,Benin,20250116,Positif,Coopération verbale,Evènement déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250116,Positif,Coopération verbale,Evènement impartial
BENIN,Appel à céder / faire des concessions,BENIN,Benin,20250116,Positif,Coopération verbale,Evènement déstabilisant
BENIN,Appel à céder / faire des concessions,COUNSEL,Benin,20250116,Positif,Coopération verbale,Evènement déstabilisant
COUNSEL,Désapprouver (non spécifié),Inconnu,Benin,20250116,Positif,Conflit verbal,Evènement déstabilisant
